249,ಹಾಳು ಹಾಳೆಲ್ಲ ಬಾಳೆನ್ನುತಿರ್ದೊಡೆಯುಮದ- |ರೂಳಿಗವ ತಪ್ಪಿಸುವ ಜಾಣನೆಲ್ಲಿಹನು? ||ಊಳಿಗವೊ ಕಾಳಗವೊ ಕೂಳ್ಕರೆಯೊ ಗೋಳ್ಕರೆಯೊ |ಬಾಳು ಬಾಳದೆ ಬಿಡದು - ಮಂಕುತಿಮ್ಮ ||
250,ಜೀವನದೊಂದು ಪರಮೈಶ್ವರ್ಯ ಬೊಮ್ಮನದು |ಸೇವೆಯದನೂರ್ಜಿತಂಗೊಳಿಸುವೆಲ್ಲೆಸಕ ||ಈವರಾರ್ ಕೊಳುವರಾರೆಲ್ಲರೊಂದಾಗಿರಲು? |ನೈವೇದ್ಯಭಾಗಿ ನೀಂ - ಮಂಕುತಿಮ್ಮ ||
251,ತಲೆಯ ಮೇಗಡೆ ಬೇರು; ಕೆಳಗೆ ಕೊಂಬೆಲೆ ಚಿಗುರು |ಬಿಳಲೂರೆಗಳ ಲೆಕ್ಕಕಿಲ್ಲ ಕೊನೆ ಮೊದಲು ||ಬೆಳೆವುದೀ ಪರಿಯರಳಿಮರದಂತೆ ನರಕೋಟಿ |ನಲಿವನದರಲಿ ಬೊಮ್ಮ - ಮಂಕುತಿಮ್ಮ ||
252,ಒಂದು ಕೊಂಬೆಯು ಬಾಡಲಿನ್ನೊಂದು ಚಿಗುರುವುದು |ಸಂದಿಹುದು ಚಿರನವತೆಯಶ್ವತ್ಥಮರಕೆ ||ಎಂದೆಂದುಮಂತಿರುವುದೀ ವಿಶ್ವವೃಕ್ಷವದ |ರೊಂದು ರೆಂಬೆಯೊ ನೀನು - ಮಂಕುತಿಮ್ಮ ||
253,ಅಂದಂದಿಗಾದನಿತು ಬುಡ ಕಟ್ಟಿ ಕಳೆ ತೆಗೆದು |ಚೆಂದಳಿರು ದಿನದಿನಮುಮೊಗೆಯೆ ನೀರೆರೆದು ||ಸಂದ ಬಲದಿಂದ ಜಗದಶ್ವತ್ಥ ಸೇವೆಯಲಿ |ನಿಂದಿರುವುದಲೆ ಧರ್ಮ - ಮಂಕುತಿಮ್ಮ ||
254,ನಾಟಕವ ನೋಡು ಬ್ರಹ್ಮಾಂಡರಂಗಸ್ಥಲದಿ |ಕೋಟಿ ನಟರಾಂತಿಹರು ಚಿತ್ರಪಾತ್ರಗಳ ||ಆಟಕ್ಕೆ ಕಥೆಯಿಲ್ಲ ಮೊದಲಿಲ್ಲ ಕಡೆಯಿಲ್ಲ |ನೋಟಕರು ಮಾಟಕರೆ - ಮಂಕುತಿಮ್ಮ ||
255,ನಾಟಕದೊಳನುವಿಂದ ಬೆರೆತದನು ಮೆಚ್ಚೆನಿಸಿ |ನೋಟಕನುಮಾಗಿ ತಾಂ ನಲಿದು ನಲಿಯಿಸುವಾ ||ಪಾಠವನು ಕಲಿತವನೆ ಬಾಳನಾಳುವ ಯೋಗಿ |ಆಟಕಂ ನಯವುಂಟು - ಮಂಕುತಿಮ್ಮ ||
256,ಪರದ ಮೇಲ್ಕಣ್ಣಿಟ್ಟು ಧರೆಯ ತುಚ್ಛವೆನುತ್ತ |ತೊರೆದಾಯಸಂಗೊಳ್ಳೆ ದೊರೆವ ಫಲವೇನು? ||ಸುರಧನುವಿಗೇಣಿಯಿಡಹೊರಟು ನಿನ್ನಂಗಳದ |ಕಿರಿಹೂವ ಮರೆಯುವೆಯ - ಮಂಕುತಿಮ್ಮ ||
257,ಪರಕಿಹವೆ ಸೋಪಾನವೆಂದು ನೀನೊಪ್ಪುವೊಡೆ |ಪರಕಿಂತಲಿಹವೆಂತು ಜೊಳ್ಳದಾದೀತು? ||ಹೊರಲೆಬೇಕಂತಾದೊಡಿಹದ ಹೊರೆಗಳನೆಲ್ಲ |ಜರೆವುದೇಕಿನ್ನದನು? - ಮಂಕುತಿಮ್ಮ ||
258,ಒಲ್ಲೆನೆನದಿರು ಬಾಳನ್; ಒಲವದೇನೆನ್ನದಿರು |ಉಲ್ಲಾಸಕೆಡೆಮಾಡು ನಿನ್ನಿನಾದನಿತು ||ನಿಲ್ಲು ಕೆಚ್ಚದೆಯಿಂದಲನ್ಯಾಯಗಳನಳಿಸೆ |ಎಲ್ಲಕಂ ಸಿದ್ಧನಿರು - ಮಂಕುತಿಮ್ಮ ||
259,ಕಡಲ ಕಡೆದರು ಸುರಾಸುರರು ನಿಜಬಲದಿಂದ |ಕುಡಿದನದನು ತಪಸ್ಸಿನಿಂದ ಕುಂಭಜನು ||ಕಡಮೆಜನ ಪಾರಗಾಂಬರೆ ಗಾಸಿಯನು ಪಡದೆ? |ಪೊಡವಿ ಬಾಳ್ವೆಯುಮಂತು - ಮಂಕುತಿಮ್ಮ ||
260,ದ್ರಾಕ್ಷಿರಸವೇನಲ್ಲ ಜೀವನದ ತಿರುಳಾರ್ಗಮ್ |ಇಕ್ಷುದಂಡದವೊಲದು ಕಷ್ಟಭೋಜನವೆ ||ದಕ್ಷತೆಯಿನಿಡಿಯುವಂಗೊಂದೆರಡು ಗುಟುಕು ರಸ |ಮಾಕ್ಷಿಕರು ಮಿಕ್ಕೆಲ್ಲ - ಮಂಕುತಿಮ್ಮ ||
261,ಆಟವೋ ಮಾಟವೋ ಕಾಟವೋ ಲೋಕವಿದು |ಊಟ ಉಪಚಾರಗಳ ಬೇಡವೆನ್ನದಿರು ||ಪಾಟವವು ಮೈಗಿರಲಿ; ನೋಟ ತತ್ತ್ವದೊಳಿರಲಿ |ಪಾಠಿಸು ಸಮನ್ವಯವ - ಮಂಕುತಿಮ್ಮ ||
262,ಒಂದು ಕಣ್ಣಳುವಂದು ಮತ್ತೊಂದು ತಳ್ಕೈಸಿ |ಅಂದ ಚೆಂದಗಳ ಜನವರಸುವುದು ಬಾಳೊಳ್ ||ಬಂಧುಮೋಹವೊ ಯಶವೊ ವೈರವೊ ವೈಭವವೊ |ಬಂಧಿಪುದು ಜಗಕವರ - ಮಂಕುತಿಮ್ಮ ||
263,ಬಾಳು ಪಾಳೆನ್ನುವರ ಬಿಟ್ಟಿಹುದೆ ಬೆದಕಾಟ? |ತಾಳಿದರೆ ಬಾಳನಂತಹರುಮ್ ಆಶೆಯಲಿ? ||ಕಾಲವಿನ್ನಿರದಿಂತು ನಾಳೆ ನೋಡುವಮೆನುತ |ಮೇಲನೆ ನಿರೀಕ್ಷಿಪರು - ಮಂಕುತಿಮ್ಮ ||
264,ಗೋಳಾಡಲುಂ ಬೇಡ; ಲೋಲಾಪ್ತಿಯುಂ ಬೇಡ |ಬಾಳು ಪರಚೇತನದ ಕೇಳಿಯೆಂದೆಣಿಸಿ ||ಪಾಲಿಗನು ನೀನದರೊಳೆನಿಪಂತೆ ಬಾಳುತಿರು |ಕೇಳಿಯುಂ ಧರ್ಮವೆಲೊ - ಮಂಕುತಿಮ್ಮ ||
265,ಬಾಳ ಸಿರಿ ಸೊಗಸುಗಳ ಪೆರ್ಚಿಪನು ಖೇಲಕನು |ಕೀಳದೆನಿಪವನೊರಟ; ಮಂಕ; ಕಲ್ಲೆದೆಗ ||ತೋಳಿಂದೆ ತಿಳಿವಿಂದೆ ನುಡಿಯಿಂದೆ ಜಗದಿರವ |ಮೇಲೆನಿಪವನೆ ರಸಿಕ - ಮಂಕುತಿಮ್ಮ ||
266,ಬಾಳ ಹಳಿವುದದೇಕೆ? ಗೋಳ ಕರೆವುದದೇಕೆ? |ಬಾಳಿದಲ್ಲದೆ ತಪ್ಪದೇನ ಮಾಡಿದೊಡಂ ||ಕೇಳಿಯದು ಬೊಮ್ಮನಾಡಿಪನು ನೀನದರೊಳಗೆ |ಪಾಲುಗೊಳಲಳಬೇಡ - ಮಂಕುತಿಮ್ಮ ||
267,ಲೀಲೆಯೇಂ ಬಾಳೆಲ್ಲ? ಛೀ ತಳ್ಳು ಹಾಸ್ಯವನು |ಬಾಲರೇಂ ನಾವಿನ್ನುಮೆನುತ ಪಲ್ಕಡಿದು ||ಖೇಲನವ ಬೇಡವೆನುವರನು ವಿಧಿರಾಯನವ--- |ಹೇಳಿಪನು ಸೆರೆವಿಡಿದು - ಮಂಕುತಿಮ್ಮ ||
268,ನಾಚಿಕೆಯದೇಕೆ ನೀಂ ಬದುಕಿನಲಿ ಸೊಗವಡಲು? |ಚಾಚುತಿಹುದಾತ್ಮ ನಾಲಗೆಯ ದೆಸೆದೆಸೆಗೆ ||ಬಾಚಿಕೊಳಲಮೃತಕಣಗಳನ್ನೆಲ್ಲ ತನ್ನೆಡೆಗೆ |ಸಾಜ ಸೊಗವಾತ್ಮಂಗೆ - ಮಂಕುತಿಮ್ಮ ||
269,ಸುಂದರವನೆಸಗು ಜೀವನದ ಸಾಹಸದಿಂದೆ |ಕುಂದಿಲ್ಲವದಕೆ ಸಾಹಸಭಂಗದಿಂದೆ ||ಮುಂದಕದು ಸಾಗುವುದು ಮರಳಿ ಸಾಹಸದಿಂದೆ |ಚೆಂದ ಧೀರೋದ್ಯಮವೆ - ಮಂಕುತಿಮ್ಮ ||
270,ಎಲ್ಲರಿಗಮಾಗಿ ತಾನ್; ಎಲ್ಲರುಂ ತನಗಾಗಿ |ನಿಲ್ಲುವೇಕಾತ್ಮತೆಯ ಬಾಳ್ವೆಯಿಂ ಕಲಿಯಲ್ ||ಸಲ್ಲುವುಪಕರಣಗಳು ಮನೆ ರಾಜ್ಯ ಸಂಸಾರ- |ವಲ್ಲಗಳೆಯದಿರವನು - ಮಂಕುತಿಮ್ಮ ||
271,ವ್ಯರ್ಥವೀ ಜೀವನದ ಬಡಿದಾಟವೆನ್ನದಿರು |ಅರ್ಥವಹುದದು ನಿನಗೆ ಪೂರ್ಣದರ್ಶನದಿಂ ||ನರ್ತಿಪನು ಜಡಜೀವರೂಪಂಗಳಲಿ ಬೊಮ್ಮ |ಪೂರ್ತಿಯಿದನರಿಯೆ ಸೊಗ - ಮಂಕುತಿಮ್ಮ ||
272,ಬೊಮ್ಮನೇ ಸಂಸ್ಕೃತಿಯ ಕಟ್ಟಿಕೊಂಡುತ್ಸಹಿಸೆ |ಸುಮ್ಮನರೆಚಣವಿರದೆ ಪ್ರಕೃತಿ ತೊಡಗುತಿರೆ ||ಜನ್ಮ ಸಾಕೆನುವುದೇಂ? ದುಮ್ಮಾನವಡುವುದೇಂ? |ಚಿಮ್ಮುಲ್ಲಸವ ಧರೆಗೆ - ಮಂಕುತಿಮ್ಮ ||
273,ಕೋಟಿ ದೆಸೆಯುಸಿರುಗಳು; ಕೋಟಿ ರಸದಾವಿಗಳು |ಕೋಟಿ ಹೃದಯದ ಹೋಹೊ ಹಾಹಕಾರಗಳು ||ಕೂಟ ಕೂಡಿಹುವಂತರಿಕ್ಷದಲಿ ನೀನದರಿನ್ |ಓಟವೋಡುವುದೆತ್ತ? - ಮಂಕುತಿಮ್ಮ ||
274,ನಯದಿಂದ ಸೋಕು; ನೀಂ ದಯೆಯಿಂದ ನೋಡದನು |ಭಯದಿನೋಲಗಿಸು; ನೀಂ ಪೂಜೆಗೈಯದನು ||ಸ್ವಯಮಂಕುರಿತ ಸಕಲ ವಿಶ್ವಸತ್ತ್ವವೊ; ಜೀವ |ಪ್ರಿಯತಮವೊ ಸೃಷ್ಟಿಯಲಿ - ಮಂಕುತಿಮ್ಮ ||
275,ಸರ್ವರುಂ ಸಾಧುಗಳೆ ಸರ್ವರುಂ ಬೋಧಕರೆ |ಜೀವನಪರೀಕ್ಷೆ ಬಂದಿದಿರು ನಿಲುವನಕ ||ಭಾವಮರ್ಮಂಗಳೇಳುವುವಾಗ ತಳದಿಂದ |ದೇವರೇ ಗತಿಯಾಗ - ಮಂಕುತಿಮ್ಮ ||
276,ಎಲ್ಲರುಂ ಜಿತಮನಸ್ಕರೆ ದೈವ ವಿಧಿ ಮಾಯೆ |ಚೆಲ್ವುರೂಪಿಂ ಬಂದು ಕಣ್ಕುಕ್ಕುವನಕ ||ವಲ್ಗುರೂಪ ಸುಭದ್ರೆ ಕಣ್ಮುಂದೆ ಸುಳಿವನಕ |ಫಲ್ಗುಣನು ಸಂನ್ಯಾಸಿ - ಮಂಕುತಿಮ್ಮ ||
277,ಧಾರುಣೀಸುತೆಯವೊಲು ದೃಢಮನಸ್ಕರದಾರು? |ಮಾರೀಚಹರಿಣವಡ್ಡಾಡಲೇನಾಯ್ತು? ||ವಾರಿಧಿಯೊಳಡಗಿ ನಿದ್ರಿಪ ಬಾಡವವೊ ತೃಷ್ಣೆ |ಆರದನು ಕೆರಳಿಪರೊ! - ಮಂಕುತಿಮ್ಮ ||
278,ಆನೆಗಾರ್ ಇರುವೆಗಾರ್ ಕಾಗೆಗಾರ್ ಕಪ್ಪೆಗಾರ್ |ಕಾಣಿಸುವರನ್ನವನು? ಹಸಿವವರ ಗುರುವು ||ಮಾನವನುಮಂತುದರಶಿಷ್ಯನವನಾ ರಸನೆ |ನಾನಾವಯವಗಳಲಿ - ಮಂಕುತಿಮ್ಮ ||
279,ಯಮನಿಗೇಕಪಕೀರ್ತಿ? ನರರು ಬಲು ಕರುಣಿಗಳೆ? |ಮಮತೆಯಿನೊ ರೋಷದಿನೊ ಹಾಸ್ಯದಿನೊ ಹೇಗೋ ||ನಿಮಿಷನಿಮಿಷಮುಮೊರ್ವನಿನ್ನೊರ್ವನನು ತಿಕ್ಕಿ |ಸಮೆಯಿಸುವನಾಯುವನು - ಮಂಕುತಿಮ್ಮ ||
280,ದೋಷಿಯವನಿವನು ಪಾಪಿಯೆನುತ್ತ ಗಳಹದಿರು |ಆಶೆಯೆನಿತವನು ಸಹಿಸಿದನೊ| ದಹಿಸಿದನೊ! ||ವಾಸನೆಗಳವನನೇನೆಳೆದವೋ ಬಲವೇನೊ! |ಪಾಶಬದ್ಧನು ನರನು - ಮಂಕುತಿಮ್ಮ ||
281,ಪಾತಕಿಯೊಳಾಗ್ರಹವ ತೋರೆ ನಿರ್ಮಲನಾರು? |ಆತುಮದ ಪರಿಕಥೆಯನರಿತವರೆ ನಾವು? ||ಸೋತ ದುರ್ಬಲಿಗೆ ಸಲ್ಲುವುದು ನಮ್ಮನುಕಂಪೆ |ನೀತಿ ನಿಂದೆಯೊಳಿರದು - ಮಂಕುತಿಮ್ಮ ||
282,ಪಾಪವೆಂಬುದದೇನು ಸುಲಭಸಾಧನೆಯಲ್ಲ |ತಾಪದಿಂ ಬೇಯದವನ್ ಅದನೆಸಪನಲ್ಲ ||ವಾಪಿಯಾಳವ ದಡದಿ ನಿಂತಾತನರಿವನೇಂ? |ಪಾಪಿಯೆದೆಯೊಳಕಿಳಿಯೊ - ಮಂಕುತಿಮ್ಮ ||
283,ರಾವಣನ ಹಳಿವವನೆ; ಜೀವವನೆ ಬಿಸುಡಿಸುವ |ಲಾವಣ್ಯವೆಂತಹುದೊ? ನೋವದೆಂತಹುದೊ? ||ಬೇವಸವ ಪಟ್ಟು ತಿಳಿ; ತಿಳಿದು ಹಳಿಯುವೊಡೆ ಹಳಿ |ಗಾವಿಲನ ಗಳಹೇನು? - ಮಂಕುತಿಮ್ಮ ||
284,ಜೀವಋಣಗಳ ಲೆಕ್ಕದಾದಿಯರಿಯದ ನಾವು |ಆವುದನು ಸರಿಯೆನುವ? ತಪ್ಪಾವುದೆನುವ? ||ಓವೊ ಬಿಡು ಕಡುಕಷ್ಟ ನೀತಿನಿರ್ಣಯದ ಹೊರೆ |ದೈವವದ ಹೊರಲಿ ಬಿಡು - ಮಂಕುತಿಮ್ಮ ||
285,ನಾಚಿಕೆಯನಾಗಿಪುವು ನಮ್ಮ ಸುಖದಾತುರದ |ಯೋಚನೆಗಳವನು ಮರುವಗಲು ಪರಿಕಿಸಲು ||ಚಾಚಿದ್ದ ರಸನೆ ತಾನೊಳಸೇದಿಕೊಳ್ಳುವುದು |ರೇಚನವದಾತ್ಮಕ್ಕೆ - ಮಂಕುತಿಮ್ಮ ||
286,ಸನ್ನಿಹಿತ ಮನುಜನಲಿ ದೈವಪಾಶವವೆರಡು |ಪುಣ್ಯ ಪಾಪದ ಮಿಶ್ರವವನ ಸ್ವಭಾವ ||ಕಣ್ಣೊಮ್ಮೆಯಾಗಸದ ಬೆಳಕಿನೊಡನಾಡುವುದು |ಮಣ್ಣೊಳುರುಳುವುದೊಮ್ಮೆ - ಮಂಕುತಿಮ್ಮ ||
287,ನರರ ಸ್ವಭಾವ ವಕ್ರಗಳನೆಣಿಸುವುದೇಕೆ? |ಗಿರಿ ಕಣಿವೆಗಳ ಗಣಿಸಿ ರೋಷಗೊಳ್ಳುವೆಯೇಂ? ||ಸುರೆ ಗರಲ ಸುಧೆಗಳ್ ಅಬ್ಧಿಯಲಿ ಸೋದರರಲ್ತೆ |ಅರಿತೊಗ್ಗು ಸಾಜಕ್ಕೆ - ಮಂಕುತಿಮ್ಮ ||
288,ರಾಮನಿರ್ದಂದು ರಾವಣನೊಬ್ಬನಿರ್ದನಲ |ಭೀಮನಿರ್ದಂದು ದುಶ್ಯಾಸನನದೊರ್ವನ್ ||ಈ ಮಹಿಯೊಳನ್ಯಾಯಕಾರಿಯಿಲ್ಲದುದೆಂದು? |ರಾಮಭಟನಾಗು ನೀಂ - ಮಂಕುತಿಮ್ಮ ||
289,ಆಳನೀಳಗಳ ಕಾಣಲ್ಕಾಗಿಸದೆ ಮೊರೆವ |ಬಾಳ ಕಡಲೊಳು ಮುಳುಗಿ ತಳದಿಂದಲೆದ್ದು ||ಪೇಳುವರದಾರು ನ್ಯಾಯಾನ್ಯಾಯ ವಿವರಗಳ |ಗಾಳಿಗಾಬರಿಯೆಲ್ಲ - ಮಂಕುತಿಮ್ಮ ||
290,ಸಕ್ಕರೆಯ ಭಕ್ಷ್ಯವನು ಮಕ್ಕಳೆದುರಿಗೆ ಕೈಗೆ |ಸಿಕ್ಕುವಂತಿರಿಸಿ ಕದ್ದರೆ ಗದ್ದರಿಪುದೇಂ? ||ತಕ್ಕುದಲ್ಲದಪೇಕ್ಷೆಗೇಕೆ ಮದ್ಯವ ಕುಡಿಸು- |ತುಕ್ಕಿಸುವನದನು ವಿಧಿ? - ಮಂಕುತಿಮ್ಮ ||
291,ಬೀಸಿದಲ್ಲದೆ ಬೂದಿಕವಿದ ಕಿಡಿಯುರಿದೀತೆ |ಕೈಸೋಕದಿರೆ ಕೈಯ ಸಪ್ಪುಳಾದೀತೆ? ||ವಾಸನೆಯೆ ಮಾತೆಯಾಶೆಗೆ ಪಿತನು ಸಂದರ್ಭ |ದೋಷವೊಳಗೋ ಹೊರಗೊ? - ಮಂಕುತಿಮ್ಮ ||
292,ತಿದ್ದಿಕೊಳೊ ನಿನ್ನ ನೀಂ; ಜಗವ ತಿದ್ದುವುದಿರಲಿ |ತಿದ್ದಿಕೆಗಮೊಂದು ಮಿತಿಯುಂಟು ಮರೆಯದಿರು ||ಉದ್ದ ನೀಂ ಬೆರಳನಿತು ಬೆಳೆದೀಯೆ ಸಾಮಿಂದೆ |ಸ್ಪರ್ಧಿಯೆ ತ್ರಿವಿಕ್ರಮಗೆ? - ಮಂಕುತಿಮ್ಮ ||
293,ದರಿಯಿರದೆ ಗಿರಿಯಿಲ್ಲ; ನೆರಳಿರದೆ ಬೆಳಕಿಲ್ಲ |ಮರಣವಿಲ್ಲದೆ ಜನನಜೀವನಗಳಿಲ್ಲ ||ವರಗುಣೋನ್ನತಿಗೆ ನಿಮ್ನಗುಣಂಗಳೊಡವುಟ್ಟು |ತೆರೆ ಬೀಳದೇಳುವುದೇ - ಮಂಕುತಿಮ್ಮ ||
294,ಉಪ್ಪಿಷ್ಟು ಹುಳಿಯಿಷ್ಟು ಕಾರ ಸಿಹಿಯಷ್ಟಿಷ್ಟು |ಒಪ್ಪಿರ್ದೊಡದು ಭೋಜ್ಯವಂತು ಜೀವಿತಮುಂ ||ತಪ್ಪು ಸರಿ ಬೆಪ್ಪು ಜಾಣಂದಕುಂದುಗಳ ಬಗೆ |ಯಿಪ್ಪತ್ತು ಸೇರೆ ರುಚಿ - ಮಂಕುತಿಮ್ಮ ||
295,ತಪ್ಪನಿನಿತುಂ ಸೈಸದಪ್ಪಟದ ಗುಣಶಾಲಿ |ಕಪ್ಪು ಕಂಡು ಕನಲ್ವ ಕೆಂಡ ಗುಲಗಂಜಿ ||ಉಪ್ಪೊ ಸಪ್ಪೆಯೊ ನಿನ್ನ ಮೈಬೆವರು ನೆಕ್ಕಿ ತಿಳಿ |ಒಪ್ಪಿಹೆಯ ನೀನಜನ? - ಮಂಕುತಿಮ್ಮ ||
296,ಮರುಕದುಂಬಿದ ಕಣ್ಣನೋಟದೊಳಗಿದ್ದೀತು |ಬಿರುನುಡಿಯೊಳಿರದೊಂದು ಕೂರಲಗು; ಸಖನೆ ||ಕರವಾಳಕದಿರದಿಹ ದುರಿತಕಾರಿಯ ಹೃದಯ |ಕರುಣೆಯಿಂ ಕರಗೀತೊ - ಮಂಕುತಿಮ್ಮ ||
297,ಪೆರ್ಮೆಯ ಗುಣಂಗಳಿನ್ನೂರು ಶಾಸ್ತ್ರೋಕ್ತದವು |ಸರ್ವೋತ್ತಮಗಳೆರಡು ಸರ್ವಕಠಿನಗಳು ||ನಿರ್ಮತ್ಸರತೆಯೊಂದು ದೋಷಿಯೊಳ್ ಕ್ಷಮೆಯೊಂದು |ಬಾಹ್ಮಿಕಾಭ್ಯಾಸವದು - ಮಂಕುತಿಮ್ಮ ||
298,ಗಾರೆಗಚ್ಚೇನಲ್ಲ ದಾರು ದೂಲಗಳಲ್ಲ |ಪಾರದ ದ್ರವದವೊಲು ಮನುಜಸ್ವಭಾವ ||ವೀರಶಪಥಗಳಿಂದೆ ಘನರೂಪಿಯಾಗದದು |ಸೈರಿಸದನಿನಿತು ನೀಂ - ಮಂಕುತಿಮ್ಮ ||
299,ಹಟವಾದಕೆಡೆಯೆಲ್ಲಿ ಮನುಜಪ್ರಪಂಚದಲಿ? |ಸೆಟೆಯೆಷ್ಟೊ ದಿಟವೆಷ್ಟೊ ಬೆರೆತಿರುವುವಿಲ್ಲಿ ||ಪಟುವಾಗಿ ನಿಲಲಹುದೆ ಮಣಲೊಳೆಸಗಿದ ಗೋಡೆ? |ಕಟುತೆ ಸಲ್ಲದು ಜಗಕೆ - ಮಂಕುತಿಮ್ಮ ||
300,ಗಿಡದಿ ನಗುತಿರುವ ಹೂ ಪ್ರಕೃತಿಸಖನಿಗೆ ಚೆಂದ |ಮಡದಿ ಮುಡಿದಿರುವ ಹೂ ಯುವಕಂಗೆ ಚೆಂದ ||ಗುಡಿಯೊಳಗೆ ಕೊಡುವ ಹೂ ದೈವಭಕ್ತಗೆ ಚೆಂದ |ಬಿಡಿಗಾಸು ಹೂವಳಗೆ - ಮಂಕುತಿಮ್ಮ ||
301,ಇಲ್ಲಿ ಚೆನ್ನಲ್ಲಿ ಚೆನ್ನೆಲ್ಲೊ ಚೆನ್ನೆನುತೆಣಿಸಿ |ಹುಲ್ಲುಬಯಲೊಂದೆಡೆಯಿನೊಂದಕ್ಕೆ ನೆಗೆದು ||ಮೆಲ್ಲದೆಯೆ ಧಾವಿಸುತ ದಣಿವ ಕರುವನು ಪೋಲ್ತೊ- |ಡೆಲ್ಲಿಯೋ ಸುಖ ನಿನಗೆ? - ಮಂಕುತಿಮ್ಮ ||
302,ಹೊತ್ತು ಕಣಕಣದಿ ಮಣ್ಣನು ಗೆದ್ದಲಿರುವೆಗಳು |ಮೆತ್ತುತೆಡೆಬಿಡದೆ ದುಡಿದಾಗಿಸಿದ ಗೂಡು ||ಹುತ್ತವಾಗುವುದು ವಿಷಸರ್ಪಕ್ಕೆ; ಮಾನವನ |ಯತ್ನಗಳ ಕಥೆಯಿಷ್ಟೆ - ಮಂಕುತಿಮ್ಮ ||
303,ಅಪ್ಪಾಲೆ ತಿಪ್ಪಾಲೆ ತಿರುಗಿಬಿದ್ದವನೊಬ್ಬ |ಸ್ವಪ್ನಲೋಕದಿ ತಿರೆಯ ಮರೆತಾತನೊಬ್ಬ ||ತಪ್ಪುಸರಿಗಳ ತೂಕವಳೆಯೆ ಕುಳಿತವನೊಬ್ಬ |ಬೆಪ್ಪನಾರ್ ಮೂವರಲಿ? - ಮಂಕುತಿಮ್ಮ ||
304,ಗಿರಿಯ ಮೇಲಕೆ ದೊಡ್ಡ ಬಂಡೆಯನು ಸಿಸಿಫಸನು |ಉರುಳಿಸಿರಲೊಂದೆರಡು ಮಾರು ಘಾಸಿಯಲಿ ||ಸರಿದು ಕೆಳಕದದೆಂತೊ ಜಾರುವುದು ಮರಮರಳಿ |ಪುರುಷಪ್ರಗತಿಯಂತು - ಮಂಕುತಿಮ್ಮ ||
305,ಕಾಕತಾಳೀಯ ಕಥೆ ಲೋಕಚರಿತೆಯೊಳೆಷ್ಟೊ! |ಟೀಕೆಗೆಟುಕವು ನಮಗೆ ಕಾರ್ಯಕಾರಣಗಳ್ ||ಏಕೊ ಕಣ್ಣಲೆಯುವುದು; ಏನೊ ಅದ ಪಿಡಿಯುವುದು |ವ್ಯಾಕುಲತೆ ಫಲಿತಾಂಶ - ಮಂಕುತಿಮ್ಮ ||
306,ನಾಸಿಕದ ಮಾಟದಿಂದಾ ಕ್ಲಿಯೋಪ್ಯಾಟ್ರಳಿಗೆ |ದಾಸರಾದರು ಶೂರ ಸೀಸರ್ ಆಂಟನಿಗಳ್ ||ದೇಶಚರಿತೆಗಮವರ ಜಸಕಮಂಕುಶವಾಯ್ತು |ನಾಸಾಪುಟದ ರೇಖೆ - ಮಂಕುತಿಮ್ಮ ||
307,ಸುರಪಸಭೆಯಲಿ ಗಾಧಿಸುತ ವಸಿಷ್ಠ ಸ್ಪರ್ಧೆ |ಧರೆಯೊಳದರಿಂ ಹರಿಶ್ಚಂದ್ರಂಗೆ ತಪನೆ ||ಬರುವುದಿಂತೆತ್ತಣಿನೊ ಬೇಡದ ಪ್ರಾರಬ್ಧ |ಕರುಮಗತಿ ಕೃತ್ರಿಮವೊ - ಮಂಕುತಿಮ್ಮ ||
308,ಸರಕಾರ ಹರಿಗೋಲು; ತೆರೆಸುಳಿಗಳತ್ತಿತ್ತ |ಸುರೆ ಕುಡಿದವರು ಕೆಲರು ಹುಟ್ಟು ಹಾಕುವರು ||ಬಿರುಗಾಳಿ ಬೀಸುವುದು; ಜನವೆದ್ದು ಕುಣಿಯುವುದು |ಉರುಳದಿಹುದಚ್ಚರಿಯೊ! - ಮಂಕುತಿಮ್ಮ ||
309,ವನ್ಯಮೃಗಗಳ ನಡುವೆ ಗೋವು ಬಂದೇನಹುದು? |ಪಣ್ಯವೀಧಿಯಲಿ ತಾತ್ತ್ವಿಕನಿಗೇನಹುದು? ||ಅನ್ಯಾಯದುನ್ಮತ್ತ ಕೋಲಾಹಲದ ಲೋಕ |ಪುಣ್ಯವನು ಚಿಂತಿಪುದೆ? - ಮಂಕುತಿಮ್ಮ ||
310,ಸ್ವಾಭಾವಿಕವ ಮರೆತು ನಭಕೇಣಿ ಹೂಡುವುದುಮ್ |ಆಭಾಸವನು ಸತ್ಯವೆಂದು ಬೆಮಿಸುವುದುಮ್ ||ಸೌಭಾಗ್ಯಗಳನರಸಿ ದೌರ್ಭಾಗ್ಯಕೀಡಹುದುಮ್ |ಅಭಿಶಾಪ ನರಕುಲಕೆ - ಮಂಕುತಿಮ್ಮ ||
311,ಒಟ್ಟಿನಲಿ ತತ್ತ್ವವಿದು : ವಿಕಟರಸಿಕನೊ ಧಾತ |ತೊಟ್ಟಿಲನು ತೂಗುವನು; ಮಗುವ ಜಿಗಟುವನು ||ಸಿಟ್ಟನ್ ಒಡವುಟ್ಟುಗಳೊಳಾಗಿಪನು; ಸೋಲಿಪನು |ತುತ್ತು ವಿಕಟಿಗೆ ನಾವು - ಮಂಕುತಿಮ್ಮ ||
